Bigram,word count,file count
can faggots,1,1
faggots of,1,1
of honeybooboo,1,1
honeybooboo imagine,1,1
imagine this,1,1
this internet,1,1
internet world,1,1
world was,1,1
was created,1,1
created to,1,1
to trap,1,1
trap them,1,1
them and,1,1
and feed,1,1
feed them,1,1
them to,1,1
to allah,1,1
allah like,1,1
like gazelles,1,1
gazelles it,1,1
it stephenking,1,1
bitch fuck,3,3
fuck yo,2,2
yo nigga,1,1
nigga whats,1,1
whats up,2,2
up with,3,3
with that,1,1
that pussy,4,4
drakes new,1,1
new shoes,1,1
shoes that,1,1
that will,1,1
will be,7,6
be released,1,1
released by,1,1
by nikejordan,1,1
nikejordan yes,1,1
yes theres,1,1
theres glitter,1,1
glitter on,1,1
on the,11,11
the shoes,1,1
shoes dudes,1,1
dudes a,1,1
i bet,3,3
bet hes,1,1
hes a,13,12
a starbucks,1,1
starbucks queer,1,1
rt the,5,5
the reason,2,2
reason you,1,1
you called,1,1
called jesus,1,1
jesus a,1,1
a monkey,3,3
monkey is,1,1
is because,3,3
because you,4,4
you knew,1,1
knew he,1,1
he was,3,3
was not,1,1
not your,1,1
your color,2,2
color farrakhanthetime,1,1
it was,7,7
was nice,1,1
nice of,1,1
of you,6,6
you to,3,3
to unfollow,1,1
unfollow me,2,2
me fag,1,1
ion care,1,1
care fuck,1,1
fuck that,7,7
that hoe,7,7
fredo was,1,1
was a,7,7
a bitch,30,29
bitch ass,14,14
ass nigga,22,21
nigga how,1,1
how niggas,2,2
niggas fire,1,1
fire over,1,1
over shots,1,1
shots at,1,1
at his,1,1
his pops,1,1
pops but,1,1
but he,3,3
he didnt,1,1
didnt get,1,1
get off,5,5
off cuz,1,1
cuz he,1,1
he dropped,1,1
dropped the,1,1
the gun,1,1
gun smh,1,1
rt look,3,3
look at,14,14
at u,1,1
u now,1,1
now u,1,1
u pregnant,1,1
pregnant stupid,1,1
stupid bitch,3,3
bitch lol,3,3
rt well,4,4
well maybe,1,1
maybe youre,1,1
a whore,1,1
whore you,1,1
you stupid,8,8
stupid ugly,1,1
ugly homeless,1,1
homeless bitch,1,1
devin hesters,1,1
hesters a,1,1
every spic,3,3
spic cop,3,3
cop in,2,2
in losangeles,5,5
losangeles is,1,1
is loyal,1,1
loyal to,1,1
to the,16,15
the latinkings,1,1
rt bdubs,1,1
bdubs is,1,1
is packed,1,1
packed with,1,1
with beaners,1,1
not trying,1,1
trying to,9,9
to follow,1,1
follow any,1,1
any spooks,1,1
spooks no,1,1
no offense,1,1
on upenn,1,1
upenn campus,1,1
campus all,1,1
the black,3,3
black chicks,1,1
chicks here,1,1
here are,1,1
are trash,4,4
trash but,1,1
but theyre,1,1
theyre gon,1,1
gon na,15,15
na be,4,4
be paid,1,1
dtla is,1,1
is trash,4,4
trash because,1,1
because of,2,2
of noneuropeans,1,1
noneuropeans are,1,1
are allowed,1,1
allowed to,2,2
to live,2,2
live there,1,1
rt fuck,4,4
fuck michelle,1,1
michelle obama,1,1
obama that,1,1
that monkey,1,1
monkey doesnt,1,1
doesnt belong,1,1
belong in,2,2
in the,44,44
the white,8,8
white house,2,2
rt all,2,2
all deze,1,1
deze hoes,1,1
hoes got,1,1
got past,1,1
past demons,1,1
demons in,1,1
in em,1,1
em yolo,1,1
yolo nigga,1,1
nigga lol,1,1
lol hahahahaha,1,1
fuck you,24,23
you you,4,4
you pussy,2,2
pussy ass,6,6
ass hater,1,1
hater go,1,1
go suck,2,2
suck a,1,1
a dick,2,2
dick and,2,2
and die,4,4
die quick,1,1
quick someone,1,1
someone to,1,1
to me,10,10
me in,1,1
in youtube,1,1
youtube comments,1,1
comments i,1,1
i think,9,9
think wed,1,1
wed be,1,1
be good,1,1
good friends,2,2
huh lol,1,1
lol mad,1,1
mad nigger,1,1
nigger is,4,4
is mad,1,1
he looks,4,4
looks like,9,9
a pretty,2,2
pretty dyke,1,1
sweet comeback,1,1
comeback u,1,1
u fuckin,1,1
fuckin herb,1,1
herb i,1,1
i dnt,1,1
dnt watch,1,1
watch soccer,1,1
soccer but,1,1
but id,1,1
id still,1,1
still wax,1,1
wax your,1,1
your bitch,4,4
ass in,1,1
in it,2,2
it go,1,1
go swallow,1,1
swallow the,1,1
the red,2,2
red soxs,1,1
soxs kids,1,1
kids ur,1,1
ur from,1,1
from nyc,1,1
nyc fag,1,1
so i,3,3
i decided,1,1
decided to,1,1
to drive,1,1
drive to,1,1
the good,1,1
good walmart,1,1
walmart where,1,1
where the,3,3
the colored,1,1
colored folks,1,1
folks dont,2,2
dont go,2,2
go bc,1,1
bc its,1,1
its food,1,1
food here,1,1
southwest airlines,1,1
airlines is,1,1
is like,1,1
like driving,1,1
driving in,1,1
in a,12,12
a mini,1,1
mini van,1,1
van with,1,1
with your,6,6
your white,2,2
trash cousins,1,1
cousins who,1,1
who love,1,1
love to,2,2
to huff,1,1
huff paint,1,1
paint thinner,1,1
thinner before,1,1
before before,1,1
before working,1,1
got ta,9,9
ta love,2,2
love it,2,2
it when,1,1
when the,3,3
the islamofascist,1,1
islamofascist cow,1,1
cow tries,1,1
tries to,1,1
to make,5,5
make a,2,2
a retort,1,1
retort about,1,1
about age,1,1
age typical,1,1
typical muzzie,1,1
muzzie idiocy,1,1
thats just,1,1
just me,1,1
me rooting,1,1
rooting against,1,1
against a,2,2
a team,1,1
team i,1,1
i hate,33,33
hate not,1,1
not banwagoning,1,1
banwagoning u,1,1
u retard,1,1
retard u,1,1
u have,2,2
have a,8,8
a different,1,1
different favorite,1,1
the fucking,2,2
fucking royals,1,1
royals bitch,1,1
bitch work,1,1
this girl,2,2
girl is,1,1
is retarded,3,3
this kid,1,1
kid looks,1,1
a retard,6,6
retard when,1,1
when he,4,4
he tries,1,1
tries hiding,1,1
hiding his,1,1
his phone,1,1
phone so,1,1
so obvious,1,1
the leftisthomosexual,1,1
leftisthomosexual war,1,1
war on,1,1
the catholic,1,1
catholic church,1,1
church kicked,1,1
kicked into,1,1
into high,1,1
high gear,1,1
gear with,1,1
with the,8,7
the infiltration,1,1
infiltration of,1,1
of the,12,12
the priesthood,1,1
priesthood by,1,1
by boyraping,1,1
boyraping fags,1,1
ugly nigger,2,2
sorry fo,1,1
fo da,2,2
da rant,1,1
rant it,1,1
it make,1,1
make me,6,6
me mad,1,1
mad and,1,1
and ashamed,1,1
ashamed to,1,1
to be,27,25
be colored,1,1
colored i,1,1
i wish,5,5
wish i,3,3
i be,9,9
be white,3,3
white so,2,2
so yall,2,2
yall would,1,1
would like,3,3
like me,3,3
do i,3,3
i have,4,4
have to,7,7
to repeat,1,1
repeat myself,1,1
myself u,1,1
u white,1,1
smh u,1,1
u niggers,2,2
niggers amp,4,4
amp ur,1,1
ur music,1,1
music knowledge,1,1
sit down,2,2
down and,2,2
and stfu,1,1
stfu raghead,1,1
good leave,1,1
leave you,2,2
stupid faggot,3,3
ayo i,1,1
i even,1,1
even kill,1,1
kill handicapped,1,1
handicapped and,1,1
and crippled,1,1
crippled bitcheslook,1,1
bitcheslook at,1,1
at my,3,3
my scalp,1,1
scalp real,1,1
real close,1,1
close and,1,1
and youll,1,1
youll see,1,1
see triple,1,1
triple sixes,1,1
rt most,3,3
most common,1,1
common white,1,1
white people,8,8
people activities,1,1
activities wearing,1,1
wearing tapout,1,1
tapout shooting,1,1
shooting up,2,2
up schools,1,1
schools calling,1,1
calling you,2,2
you a,26,25
a nigger,28,26
nigger on,1,1
on xbox,2,2
rt i,28,28
i really,5,5
really hate,2,2
hate attention,1,1
attention seeking,1,1
seeking hoes,1,1
hoes hope,1,1
hope they,2,2
they all,6,6
all die,2,2
california is,3,3
is full,9,8
full of,12,10
of white,15,13
trash who,2,2
who moved,1,1
moved from,1,1
from oklahoma,1,1
only americans,1,1
americans would,1,1
would hire,1,1
hire white,1,1
trash with,2,2
with ties,1,1
ties to,1,1
to international,1,1
international terrorism,1,1
terrorism as,1,1
as police,1,1
police officers,1,1
omg ugly,1,1
ugly faggot,1,1
faggot your,1,1
your a,11,11
a bad,4,4
bad mother,1,1
mother you,1,1
you should,1,1
should kill,1,1
kill yourself,3,3
yourself like,1,1
like robin,1,1
robin williams,1,1
losangeles has,1,1
has raped,1,1
raped or,1,1
or has,1,1
has thought,1,1
thought about,1,1
about raping,1,1
raping a,1,1
a white,8,8
white woman,1,1
woman thats,1,1
thats why,3,3
why those,1,1
those halfbreeds,1,1
halfbreeds get,1,1
get jobs,1,1
jobs as,1,1
as pigs,1,1
rt furrybah,1,1
furrybah in,1,1
in my,9,9
my paypay,1,1
paypay voice,1,1
voice rt,1,1
the hoes,4,4
hoes are,1,1
are for,2,2
for everybody,1,1
everybody my,1,1
my nigga,5,5
rt youre,5,5
a faggotyoure,1,1
faggotyoure a,1,1
a texas,1,1
texas fan,1,1
delete now,1,1
now you,1,1
you bitch,2,2
nigga rt,1,1
rt if,15,15
if the,2,2
the redskins,1,1
redskins beat,1,1
beat us,1,1
us i,1,1
i will,7,7
will delete,1,1
delete my,1,1
my fucking,1,1
fucking ig,1,1
for all,3,3
all we,1,1
we know,2,2
know this,1,1
this nigga,9,9
nigga a,3,3
a rapist,1,1
rapist yall,1,1
yall hoes,4,4
hoes dumb,1,1
dumb melts,1,1
rt dont,2,2
dont be,5,5
be a,13,13
a faggot,45,45
faggot cover,1,1
cover your,2,2
your mouth,2,2
mouth when,1,1
when you,8,8
you fkn,1,1
fkn cough,1,1
cough or,1,1
or sneeze,1,1
sneeze i,1,1
i got,10,10
got a,4,4
a immune,1,1
immune system,1,1
system to,1,1
to keep,1,1
keep strong,1,1
strong asshole,1,1
iont see,1,1
see how,3,3
how some,2,2
some of,5,5
you niggas,3,3
niggas fags,1,1
its a,5,5
a lot,3,3
lot of,3,3
of uncle,1,1
uncle tom,6,6
tom ass,3,3
ass niggas,8,8
niggas out,1,1
out here,5,5
nigga be,1,1
be hating,1,1
hating on,2,2
on black,1,1
black women,1,1
women uncle,1,1
tom bitch,1,1
bitch punk,1,1
rt they,2,2
should be,9,8
be ashamed,1,1
ashamed of,1,1
of themselves,2,2
themselves ill,1,1
ill be,2,2
be single,1,1
single for,1,1
for life,1,1
life before,1,1
before i,2,2
i fuck,2,2
fuck w,1,1
w a,1,1
a nasty,2,2
nasty faggot,1,1
faggot ass,10,10
ass white,2,2
white man,5,5
mo let,1,1
let kill,1,1
kill some,2,2
some crackers,1,1
crackers kill,1,1
kill their,1,1
their babies,2,2
babies new,2,2
new black,3,3
black panthers,2,2
panthers hijack,1,1
hijack his,1,1
his ferguson,1,1
ferguson presser,1,1
ariza is,1,1
is a,38,37
a snake,1,1
snake and,1,1
and a,7,7
a coward,1,1
coward but,1,1
but at,1,1
at least,6,6
least he,1,1
he isnt,1,1
isnt a,2,2
a cripple,1,1
cripple like,1,1
like your,2,2
your hero,1,1
hero roach,1,1
roach lmaoo,1,1
hate that,8,8
that nigger,5,5
if i,9,9
i ride,1,1
ride up,1,1
up to,4,4
to your,5,5
bitch in,6,6
in these,1,1
these then,1,1
then homie,1,1
homie consider,1,1
consider yourself,1,1
yourself a,1,1
a single,1,1
single nigga,1,1
is home,1,1
home to,1,1
to skater,1,1
skater trash,1,1
lol nicca,1,1
nicca dime,1,1
dime game,1,1
game got,1,1
got soo,1,1
soo much,1,1
much clout,1,1
clout niccas,1,1
niccas goin,1,1
goin to,1,1
to da,1,1
da store,1,1
store to,1,1
to buy,2,2
buy sum,1,1
sum dice,1,1
rt niggaz,1,1
niggaz like,1,1
like all,2,2
all them,2,2
them naked,1,1
naked bitches,1,1
bitches on,2,2
on ig,1,1
ig pics,1,1
pics niggaz,1,1
niggaz dont,1,1
dont love,2,2
love em,1,1
lynch mob,1,1
mob thugs,1,1
thugs threaten,1,1
threaten zimmerman,1,1
zimmerman jury,1,1
jury nggas,1,1
nggas coming,1,1
coming for,1,1
for that,4,4
that bitch,10,10
bitch assjury,1,1
assjury the,1,1
the hatred,1,1
hatred wont,1,1
wont stop,2,2
stop flowingwar,1,1
and im,6,5
im definitely,1,1
definitely top,1,1
top at,1,1
at makin,1,1
makin beats,1,1
beats in,1,1
the city,1,1
city but,1,1
but yall,1,1
yall niggers,1,1
niggers love,2,2
love your,1,1
your trap,1,1
trap beats,1,1
beats so,1,1
yall probably,1,1
probably wont,1,1
wont admit,1,1
admit that,1,1
whatever hoe,1,1
hoe bitch,1,1
bitch them,2,2
them fags,1,1
fags beat,1,1
beat yall,1,1
yall sad,1,1
sad asses,1,1
asses too,1,1
ugly gay,1,1
gay nigga,1,1
nigga bitch,8,7
bitch fucking,2,2
fucking peace,1,1
peace of,1,1
of shit,4,4
well gahdamn,1,1
gahdamn rt,1,1
rt wooooow,1,1
wooooow good,1,1
good job,3,3
job mommy,1,1
mommy cutest,1,1
cutest thing,1,1
thing blue,1,1
blue ivy,1,1
ivy ever,1,1
ever done,1,1
done she,1,1
she still,1,1
still an,1,1
an ugly,2,2
nigger baby,3,3
bitch look,1,1
look like,16,15
a fucking,14,14
fucking white,3,3
trash trailer,1,1
trailer park,3,3
park queen,1,1
queen lookin,1,1
lookin man,1,1
man bear,1,1
bear pig,1,1
you dont,9,9
have any,4,4
any kids,1,1
kids what,1,1
what are,1,1
are you,9,9
you one,1,1
one of,5,5
of them,5,5
them queers,1,1
trash okies,1,1
okies dont,1,1
dont count,1,1
count as,2,1
as real,1,1
real white,1,1
people to,1,1
to count,2,1
as a,6,6
white person,3,2
person you,1,1
you have,7,7
count a,1,1
a person,2,2
person okies,1,1
okies arent,1,1
arent people,1,1
jews and,1,1
and white,1,1
white race,2,2
race traitors,1,1
traitors have,1,1
be swept,1,1
swept clean,1,1
clean so,1,1
so the,1,1
the aryan,2,2
aryan race,2,2
race can,1,1
can survive,2,2
you are,20,18
are full,1,1
of it,3,3
it these,1,1
these so,1,1
so called,1,1
called children,1,1
children are,1,1
are not,2,2
not children,1,1
children they,1,1
they are,7,7
are illegal,1,1
illegal border,1,1
border jumpers,1,1
jumpers ms,1,1
ms gang,1,1
gang members,1,1
twice divorced,1,1
divorced teabagger,1,1
teabagger florida,1,1
florida attorney,1,1
attorney general,1,1
general says,1,1
says marriage,1,1
marriage is,2,2
is reserved,1,1
reserved for,1,1
for stable,1,1
stable enduring,1,1
enduring family,1,1
family units,1,1
units wtf,1,1
here ya,1,1
ya go,1,1
go wetback,1,1
wetback eat,1,1
eat this,1,1
u guys,2,2
guys are,3,3
are fags,3,3
watching the,1,1
the nigger,2,2
nigger movie,1,1
movie menacesociety,1,1
menacesociety trying,1,1
to learn,2,2
learn more,1,1
more about,1,1
about the,8,7
the enemy,1,1
enemy good,1,1
good reconnaissance,1,1
stupid ass,4,4
ass coward,1,1
coward ass,1,1
ass punk,1,1
punk bitch,2,1
bitch faggot,1,1
ass racist,2,2
racist piece,1,1
piece of,4,4
shit punk,1,1
bitch aint,1,1
aint wo,1,1
wo my,1,1
my time,1,1
what did,2,2
did you,2,2
you search,2,2
search gay,1,1
gay redneck,1,1
redneck episode,1,1
episode play,1,1
white bus,1,1
bus drivers,1,1
drivers are,1,1
are all,9,9
all white,3,3
trash losangeles,1,1
you gots,1,1
gots da,1,1
da bet,1,1
bet and,1,1
and da,1,1
da msnbc,1,1
msnbc wit,1,1
wit dat,1,1
dat colored,1,1
colored reverend,1,1
reverend who,1,1
who only,1,1
only listen,1,1
listen to,3,3
to coloreds,1,1
coloreds what,1,1
what else,2,2
else i,1,1
i missing,2,2
of a,4,4
a citizen,1,1
citizen i,1,1
i said,4,4
said it,4,4
it for,1,1
for you,1,1
you maria,1,1
maria you,1,1
you spic,1,1
lol youre,1,1
a cunt,10,9
cunt liar,1,1
liar and,1,1
and i,14,14
i hope,6,6
hope you,6,6
you drop,1,1
drop dead,1,1
dead k,1,1
man i,3,3
i swear,6,6
swear todays,1,1
todays like,1,1
like nation,1,1
nation hit,1,1
hit tony,1,1
tony while,1,1
while hes,1,1
hes driving,1,1
driving day,1,1
day this,1,1
this chink,1,1
chink almost,1,1
almost smashed,1,1
smashed into,1,1
into me,2,2
lmfaoooo i,1,1
hate black,1,1
black people,7,6
people this,1,1
this is,10,10
is why,1,1
why theres,1,1
theres black,1,1
people and,1,1
and niggers,2,2
old hoes,2,2
hoes a,1,1
a ponk,1,1
ponk and,1,1
a dyke,5,5
dyke outchea,1,1
outchea having,1,1
having girl,1,1
girl talk,1,1
rt only,4,4
only pussy,2,2
pussy niggas,2,2
niggas wouldnt,1,1
wouldnt fuck,1,1
fuck with,6,5
with a,7,7
a chick,1,1
chick if,1,1
if she,2,2
she has,2,2
has stretch,1,1
stretch marks,1,1
bitch youre,2,2
youre the,1,1
the ugliest,2,2
ugliest cunt,1,1
cunt ever,1,1
cant wait,4,4
wait to,3,3
to humble,1,1
humble these,1,1
these niggas,5,5
niggas in,1,1
the playoffs,2,2
playoffs again,1,1
again until,1,1
until then,1,1
then good,1,1
job hoes,1,1
rt this,8,8
this faggit,1,1
faggit bitch,1,1
bitch tried,2,2
tried to,4,4
to say,4,4
say she,1,1
she hoed,1,1
hoed for,1,1
for hd,1,1
hd bearfaced,1,1
bearfaced bitch,1,1
bitch yusa,1,1
yusa fag,1,1
i live,2,2
live in,6,6
the south,4,4
south lot,1,1
lot more,1,1
more here,1,1
here my,1,1
my pop,1,1
pop lives,1,1
lives in,1,1
in rhode,1,1
rhode island,1,1
island hardly,1,1
hardly no,1,1
no niggers,1,1
niggers there,1,1
im soooooo,1,1
soooooo tired,1,1
tired of,3,3
of this,3,3
this dick,1,1
dick dyke,1,1
dyke showing,1,1
showing up,1,1
up on,2,2
on my,5,5
my fb,1,1
fb feed,1,1
feed real,1,1
real studs,1,1
studs dont,1,1
dont fucc,1,1
fucc niggas,1,1
niggas just,1,1
just be,1,1
be bisexual,1,1
it stinks,1,1
stinks in,1,1
in here,2,2
here must,1,1
must be,2,2
be then,1,1
then pussy,1,1
niggas talkin,1,1
talkin shit,2,2
shit tomyfacebro,1,1
tomyfacebro test,1,1
test me,1,1
crew neck,1,1
neck ass,1,1
ass nigguh,2,2
lmao lebrons,1,1
lebrons expression,1,1
expression says,1,1
says it,1,1
it all,1,1
all rt,2,2
nigga is,3,3
a fuckin,5,5
fuckin faggot,4,4
rt get,2,2
get fucked,1,1
fucked you,1,1
you racist,1,1
racist inbred,1,1
inbred hillbilly,1,1
hillbilly fuck,1,1
cop should,1,1
be killed,2,2
killed those,1,1
those pigs,1,1
pigs only,1,1
only got,1,1
got their,1,1
their job,1,1
job to,1,1
to get,10,10
get even,2,2
even but,1,1
but white,1,1
people never,1,1
never did,1,1
did anything,1,1
anything to,3,3
to them,2,2
dis broad,1,1
broad done,1,1
done tagged,1,1
tagged dis,1,1
dis nicca,1,1
nicca n,1,1
n a,1,1
a video,2,2
video of,2,2
of his,2,2
his sis,1,1
sis giving,1,1
giving dome,1,1
dome tragic,1,1
